review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.91,4.91,5.0,5.0,4.82
5.0,4.93,4.98,4.98,5.0,4.88,4.95
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.99,4.99,4.98,4.98,4.98,4.97
4.91,4.94,4.85,4.94,4.88,4.94,4.85
5.0,5.0,4.0,5.0,5.0,5.0,5.0
4.05,4.26,4.08,4.69,4.39,4.84,4.24
4.93,4.93,4.86,5.0,5.0,5.0,4.93
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.97,4.97,4.94,4.97,4.94,5.0,4.94
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.61,4.57,4.5,4.73,4.55,4.82,4.52
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.96,4.96,4.96,5.0,4.96,4.96,4.96
4.67,4.73,4.27,4.94,5.0,5.0,4.91
4.76,4.82,4.85,4.97,4.88,4.97,4.61
4.5,5.0,5.0,5.0,5.0,5.0,4.0
4.75,4.88,4.67,4.92,4.96,4.92,4.83
4.79,4.82,4.74,4.87,4.86,4.91,4.81
4.88,4.97,4.96,4.96,5.0,4.88,4.89
4.87,4.96,4.91,5.0,4.87,4.91,4.65
4.6,4.8,4.7,4.7,4.8,4.9,4.6
4.98,5.0,5.0,4.98,5.0,4.98,4.9
4.54,4.7,4.37,4.85,4.72,4.91,4.63
4.82,4.84,4.84,4.89,4.77,4.96,4.68
4.8,4.94,4.66,4.8,4.6,4.98,4.58
4.68,4.73,4.73,4.91,4.95,4.95,4.5
4.87,4.96,4.96,4.93,4.87,4.85,4.91
5.0,5.0,3.5,4.5,5.0,5.0,4.0
4.5,4.33,4.5,5.0,5.0,5.0,4.5
4.62,4.62,4.65,4.73,4.72,4.98,4.57
4.79,4.58,4.75,4.79,4.96,4.83,4.5
3.5,3.5,3.5,4.0,4.5,4.5,3.5
4.89,4.92,4.87,4.9,4.89,4.9,4.83
5.0,5.0,5.0,3.67,5.0,5.0,5.0
4.29,4.44,4.63,4.56,4.58,4.65,4.27
3.8,4.0,4.2,3.4,3.4,4.2,3.8
4.88,4.84,4.75,4.97,4.88,5.0,4.84
5.0,4.89,4.89,4.89,4.89,4.89,4.89
4.75,5.0,5.0,5.0,5.0,4.75,5.0
4.76,4.71,4.52,4.78,4.83,4.95,4.67
4.76,4.84,4.78,4.91,4.9,4.8,4.68
5.0,5.0,4.6,5.0,5.0,4.8,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.87
4.92,4.85,4.69,5.0,5.0,5.0,4.85
4.69,4.71,4.65,4.9,4.85,4.92,4.63
4.86,4.73,4.63,5.0,4.98,4.88,4.9
4.75,4.79,4.77,4.99,4.93,4.81,4.69
4.97,4.95,4.94,4.99,5.0,4.99,4.8
4.6,4.8,4.8,4.8,4.8,4.0,4.4
4.86,4.88,4.94,4.95,4.9,4.95,4.72
4.47,4.33,4.53,4.73,4.53,4.6,4.6
4.88,5.0,4.75,5.0,5.0,4.88,4.5
4.67,4.33,5.0,4.67,5.0,4.67,4.67
4.93,4.86,4.86,4.93,4.93,4.93,4.71
4.2,4.0,4.07,4.8,4.87,4.8,4.4
4.8,5.0,4.8,4.6,4.4,5.0,4.6
4.9,4.86,4.95,4.9,4.88,4.95,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.88,4.71,4.88,4.83,4.96,4.88,4.75
4.0,5.0,4.5,4.5,4.5,5.0,3.5
4.67,4.33,5.0,4.83,4.5,4.83,4.0
4.87,4.83,4.65,4.89,4.97,4.81,4.89
4.46,4.63,4.39,4.85,4.83,4.68,4.29
5.0,5.0,4.8,5.0,5.0,5.0,5.0
4.88,4.84,4.9,4.94,4.92,4.92,4.74
5.0,5.0,4.87,5.0,5.0,4.87,4.93
4.8,4.9,4.6,4.7,4.6,5.0,4.8
5.0,5.0,5.0,5.0,5.0,5.0,4.92
4.56,4.6,4.52,4.84,4.72,4.96,4.64
4.82,4.82,4.73,4.91,4.64,4.91,4.64
5.0,4.93,5.0,4.93,4.96,5.0,4.93
5.0,5.0,5.0,4.93,5.0,4.96,5.0
5.0,5.0,4.73,5.0,4.64,4.64,5.0
4.92,4.97,4.89,4.78,4.76,4.84,4.81
4.64,4.73,4.73,4.91,5.0,5.0,4.73
4.0,4.0,4.0,4.0,3.0,4.0,5.0
4.29,4.57,4.29,4.29,4.43,4.86,4.29
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.67
4.86,4.95,4.71,5.0,5.0,4.86,4.71
4.93,4.89,4.99,4.97,4.96,4.92,4.92
4.55,4.58,4.58,4.8,4.78,4.84,4.53
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.62,4.54,4.54,4.77,4.69,5.0,4.69
5.0,4.93,4.93,5.0,5.0,5.0,4.87
4.95,4.86,4.95,4.89,4.92,4.95,4.86
4.82,4.87,4.79,4.92,4.95,4.66,4.74
4.83,4.5,4.33,4.5,4.67,5.0,4.5
5.0,4.95,4.91,4.98,4.91,4.98,4.84
4.5,4.56,4.5,4.61,4.33,4.89,4.33
4.69,4.76,4.66,4.81,4.79,4.87,4.6
5.0,5.0,4.8,5.0,5.0,5.0,4.6
4.82,4.88,4.82,4.88,4.94,5.0,4.71
4.89,4.81,4.7,5.0,4.96,4.96,4.93
4.71,4.71,4.94,4.88,4.76,4.94,4.71
5.0,4.94,4.88,5.0,5.0,4.88,5.0
4.76,4.93,4.79,5.0,4.84,4.84,4.84
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.86,4.92,4.65,4.94,4.96,4.96,4.78
4.95,4.83,4.98,4.98,5.0,5.0,4.9
4.96,4.96,4.92,4.97,4.94,4.93,4.89
4.96,4.96,4.88,4.96,4.92,4.92,4.84
4.96,4.87,4.96,4.91,5.0,4.96,4.83
4.86,5.0,4.71,5.0,5.0,4.86,4.57
4.93,4.93,4.9,4.98,4.98,4.81,4.88
5.0,4.96,5.0,5.0,5.0,4.96,4.9
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.93
4.91,4.92,4.86,4.97,4.94,4.95,4.88
5.0,5.0,4.67,5.0,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.14,4.14,4.43,4.43,4.57,4.71,4.14
4.33,4.33,4.57,4.81,4.57,4.67,4.43
1.0,1.0,2.0,1.0,2.0,4.0,2.0
4.86,4.91,4.82,5.0,5.0,4.95,4.77
5.0,5.0,5.0,5.0,5.0,5.0,4.83
5.0,5.0,5.0,4.97,5.0,5.0,4.91
4.94,4.92,4.94,4.98,4.96,4.98,4.88
4.57,4.73,4.34,4.86,4.85,4.96,4.64
4.44,4.56,4.67,4.22,4.44,4.78,4.22
5.0,5.0,4.89,5.0,5.0,4.89,4.89
5.0,5.0,4.67,4.83,5.0,5.0,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.89,4.89,4.71,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.83,4.83,4.83,5.0,4.67,5.0
4.63,4.75,4.75,4.63,4.25,4.88,4.63
5.0,4.89,4.89,4.89,4.89,5.0,4.78
5.0,5.0,5.0,5.0,5.0,5.0,3.0
4.7,4.78,4.7,4.85,4.81,4.96,4.63
4.88,5.0,4.88,4.94,4.88,5.0,4.63
4.74,4.84,4.68,4.71,4.68,4.94,4.65
4.5,4.5,4.5,4.9,4.7,5.0,4.7
4.95,4.94,4.98,4.98,4.96,4.88,4.96
4.9,4.96,4.93,4.93,4.96,4.83,4.86
4.94,4.98,4.98,5.0,4.99,4.99,4.9
4.96,4.94,4.97,4.97,5.0,4.99,4.93
4.94,4.97,4.94,5.0,5.0,4.88,4.97
4.29,4.43,4.0,4.43,4.43,4.71,4.14
4.84,4.97,4.81,4.97,4.97,4.95,4.73
4.71,4.86,4.57,5.0,4.71,4.86,4.57
4.73,4.73,4.6,4.53,4.67,4.8,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.97,5.0,4.78,4.97,5.0,4.97,4.89
4.72,4.88,4.84,4.6,4.64,5.0,4.8
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.8,4.6,4.4,5.0,4.8,4.2,4.8
4.97,4.98,4.96,4.95,4.97,4.85,4.89
4.98,4.94,4.93,4.99,4.99,4.99,4.9
4.58,4.7,4.52,4.62,4.62,4.98,4.5
5.0,5.0,4.86,4.95,5.0,4.77,4.95
4.89,4.89,5.0,5.0,4.78,5.0,4.78
4.91,4.82,4.55,5.0,4.45,4.91,4.73
4.94,5.0,4.83,5.0,4.94,4.94,4.78
3.5,4.0,3.5,5.0,3.5,5.0,3.5
5.0,5.0,4.89,4.89,4.67,5.0,4.78
4.6,4.6,4.2,4.8,5.0,4.8,4.6
4.76,4.86,4.76,4.65,4.7,4.97,4.7
3.0,4.0,3.0,4.0,5.0,4.0,3.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.5,4.5,4.5,4.5,4.0,4.0
4.5,4.63,4.44,4.88,4.5,4.94,4.5
4.45,4.59,4.35,4.92,4.86,4.9,4.51
5.0,5.0,5.0,4.96,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.94,5.0,5.0,5.0,4.88,4.88
4.73,4.73,4.73,5.0,4.91,5.0,4.68
4.91,4.89,4.83,4.96,4.93,4.76,4.91
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.76,4.79,4.73,5.0,5.0,4.97,4.64
5.0,5.0,4.44,5.0,5.0,4.78,4.89
4.92,4.97,4.84,4.89,4.97,4.76,4.76
5.0,5.0,4.0,5.0,5.0,5.0,5.0
4.76,4.79,4.69,4.88,4.89,4.88,4.6
4.91,4.91,4.71,4.91,4.86,4.89,4.91
4.92,4.96,4.96,5.0,5.0,4.92,4.96
4.8,4.8,4.6,4.8,4.8,5.0,4.6
4.67,5.0,5.0,5.0,5.0,4.33,4.67
4.8,4.8,4.59,4.68,4.73,4.89,4.66
4.67,4.33,4.33,4.67,4.33,4.67,4.33
5.0,5.0,4.0,5.0,5.0,5.0,5.0
4.6,4.8,4.9,4.9,4.7,5.0,4.7
4.5,4.0,4.5,5.0,5.0,4.5,5.0
4.8,4.75,4.8,4.95,4.9,4.85,4.7
4.88,4.81,5.0,4.69,4.81,4.94,4.5
4.97,4.99,4.87,4.97,4.99,4.97,4.93
4.83,4.93,4.88,4.86,4.9,4.83,4.79
5.0,5.0,4.86,5.0,5.0,4.71,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.88,4.88,4.73,4.94,4.94,4.94,4.79
4.57,5.0,4.29,4.86,5.0,4.43,4.29
4.2,4.2,4.2,4.6,4.0,4.6,4.0
4.7,4.64,4.7,4.94,4.88,4.94,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,4.75,5.0,4.75,4.25
4.65,4.65,4.7,4.89,4.68,4.97,4.57
5.0,5.0,4.5,4.9,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.67,4.58,4.92,4.83,4.5,4.67
4.84,4.89,4.87,4.94,4.95,4.89,4.76
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.87,4.9,4.9,5.0,4.93,4.83,4.77
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.86,4.9,4.9,4.9,4.95,4.95,4.86
4.7,4.75,4.49,4.95,4.85,4.89,4.69
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.95,4.84,4.89,5.0,5.0,5.0,4.95
5.0,3.5,4.5,5.0,5.0,5.0,5.0
4.74,4.91,4.74,4.97,4.94,4.97,4.66
4.27,4.55,3.91,4.82,4.82,5.0,4.27
4.9,4.95,5.0,4.98,4.98,4.93,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.57,4.71,4.14,4.86,4.71,4.71,4.43
4.67,4.67,4.17,5.0,4.83,4.83,4.33
4.95,4.95,4.86,5.0,5.0,4.93,4.79
4.86,5.0,5.0,4.71,5.0,4.86,4.57
4.8,4.87,4.87,5.0,5.0,5.0,4.8
4.5,4.5,4.5,5.0,4.0,5.0,4.0
4.83,4.67,4.83,4.67,5.0,4.83,4.67
4.96,4.98,4.98,5.0,5.0,4.98,4.88
4.96,4.9,4.92,5.0,5.0,4.98,4.8
4.86,4.86,4.86,5.0,4.86,5.0,5.0
4.65,4.77,4.46,4.85,4.92,4.88,4.69
4.0,4.0,5.0,5.0,4.0,3.0,3.0
5.0,5.0,5.0,5.0,5.0,5.0,4.5
4.91,4.91,4.89,4.94,5.0,4.7,4.91
4.13,4.17,4.52,4.58,4.5,4.75,4.04
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.41,4.47,4.12,4.71,4.41,5.0,4.29
4.86,4.83,4.86,4.95,4.84,4.92,4.78
4.4,4.6,3.8,4.9,4.9,4.9,4.6
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.87,4.9,4.84,4.92,4.91,4.82,4.83
4.23,4.31,4.5,4.92,4.65,4.96,4.15
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.75,5.0,5.0,5.0,4.75
4.82,4.65,4.82,4.94,4.88,4.94,4.65
4.75,4.75,4.42,5.0,4.92,4.83,4.67
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.96,4.96,4.96,4.97,4.97,4.93,4.91
4.94,4.94,4.9,4.96,4.96,4.98,4.92
5.0,5.0,5.0,5.0,5.0,4.86,5.0
4.97,4.97,5.0,4.98,4.98,4.95,4.94
5.0,4.0,4.0,5.0,5.0,5.0,4.0
5.0,5.0,5.0,5.0,5.0,5.0,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,4.75,5.0,5.0,5.0,4.75,5.0
4.93,4.9,4.9,5.0,5.0,4.97,4.83
4.93,4.79,4.93,5.0,4.93,4.71,4.93
5.0,4.97,4.97,5.0,5.0,4.89,4.89
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.88
3.75,3.5,3.5,4.75,5.0,5.0,3.25
4.95,4.98,4.95,4.93,4.98,4.95,4.89
4.87,4.89,4.85,4.95,4.85,4.95,4.78
5.0,5.0,4.67,5.0,5.0,5.0,4.67
5.0,5.0,4.94,5.0,5.0,4.53,4.94
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.74,4.68,4.63,4.95,4.95,5.0,4.53
4.92,4.9,4.77,5.0,4.94,4.9,4.96
4.96,4.96,4.94,4.98,4.96,4.92,4.83
4.42,4.75,4.5,4.67,4.42,5.0,4.75
4.72,4.84,4.5,4.88,4.84,4.92,4.72
4.76,4.69,4.82,4.88,4.88,4.88,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.93,4.94,4.95,4.97,4.94,4.93
4.67,4.78,4.94,4.78,4.72,5.0,4.67
4.87,4.87,4.7,4.96,5.0,5.0,4.78
5.0,4.8,4.8,5.0,5.0,4.8,5.0
4.84,4.89,4.77,4.89,4.92,4.88,4.77
5.0,5.0,5.0,5.0,5.0,4.67,4.67
5.0,5.0,5.0,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,4.87,5.0
4.64,4.71,4.69,4.94,4.96,4.96,4.58
5.0,5.0,5.0,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,5.0,4.86,4.64
4.5,4.5,4.75,4.0,4.25,5.0,4.75
4.91,4.91,4.82,4.91,4.82,4.82,4.73
3.0,3.0,2.0,2.0,2.0,4.0,2.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.68,4.79,4.65,4.89,4.76,4.97,4.68
4.53,4.64,4.57,4.77,4.74,4.85,4.68
4.73,4.86,4.68,4.86,4.81,4.9,4.7
4.67,4.33,4.0,5.0,5.0,5.0,4.67
5.0,5.0,5.0,5.0,5.0,4.0,5.0
3.0,2.0,5.0,3.0,5.0,5.0,5.0
2.75,3.0,2.75,3.25,4.5,2.75,3.25
4.46,4.31,4.69,4.31,4.31,4.54,4.54
5.0,5.0,4.67,5.0,5.0,5.0,4.67
4.93,5.0,5.0,4.93,5.0,4.93,5.0
4.94,4.94,4.98,4.88,4.95,4.94,4.82
4.92,4.92,4.86,4.97,4.97,4.95,4.78
5.0,4.83,5.0,5.0,5.0,5.0,5.0
4.75,4.69,4.69,4.75,4.75,4.63,4.56
4.81,4.81,4.95,5.0,5.0,4.76,4.67
4.86,5.0,4.79,5.0,5.0,5.0,4.86
5.0,4.83,4.92,5.0,5.0,5.0,4.67
2.0,3.0,3.0,4.0,3.0,5.0,2.0
4.94,4.91,4.87,4.99,4.96,4.87,4.84
4.92,4.92,5.0,5.0,5.0,5.0,4.85
4.71,4.86,4.71,5.0,5.0,5.0,5.0
4.85,4.88,4.6,4.96,4.98,4.99,4.81
4.67,4.62,4.74,4.95,4.88,4.88,4.48
4.97,4.93,4.93,5.0,4.97,4.43,4.9
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.96,5.0,5.0,5.0,4.92
4.86,4.88,4.76,4.99,4.99,4.88,4.8
4.72,4.82,4.58,4.87,4.85,4.92,4.59
4.93,4.9,4.86,4.9,4.9,4.98,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.8,4.76,4.71,4.84,4.87,5.0,4.77
4.9,4.9,4.86,4.98,5.0,4.88,4.88
4.33,4.56,4.22,4.89,4.67,5.0,4.44
4.0,5.0,3.0,5.0,3.0,5.0,3.0
5.0,4.75,4.75,5.0,5.0,5.0,4.75
4.88,4.92,4.92,4.96,4.88,5.0,4.96
5.0,5.0,5.0,4.33,5.0,5.0,5.0
4.58,4.58,4.33,5.0,4.83,4.92,4.5
4.88,4.92,4.89,4.88,4.87,4.85,4.88
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,4.83,5.0,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
2.0,5.0,1.0,5.0,5.0,5.0,2.0
4.97,4.94,4.75,4.94,4.86,4.97,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.78,4.67,4.78,5.0,5.0,4.56,4.78
4.93,4.86,4.93,5.0,5.0,4.93,4.93
4.93,4.87,5.0,5.0,4.93,5.0,4.8
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.67,4.67,4.33,5.0,5.0,5.0,4.0
4.8,4.8,5.0,4.8,5.0,4.0,4.6
5.0,5.0,5.0,4.75,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.83,4.83,5.0,5.0,5.0
5.0,4.6,4.8,5.0,5.0,5.0,4.8
4.5,5.0,5.0,5.0,5.0,4.0,4.5
4.28,4.31,4.4,4.48,4.68,4.2,4.37
3.5,4.0,4.0,5.0,5.0,4.5,3.5
5.0,5.0,5.0,4.0,4.5,4.5,4.5
4.9,4.92,4.9,4.87,5.0,4.92,4.85
5.0,5.0,4.86,5.0,5.0,5.0,4.71
4.67,4.5,4.83,4.92,4.96,4.88,4.58
4.57,4.71,4.57,4.71,4.57,4.86,4.29
5.0,4.97,5.0,4.99,5.0,4.99,4.99
5.0,4.67,4.67,5.0,5.0,4.33,4.67
4.55,4.7,4.68,4.82,4.7,4.82,4.32
5.0,5.0,5.0,5.0,5.0,5.0,4.85
5.0,4.8,4.6,5.0,5.0,5.0,4.8
4.88,4.88,4.93,4.83,4.93,4.83,4.85
5.0,5.0,4.5,5.0,5.0,5.0,5.0
4.54,4.63,4.46,4.8,4.74,4.83,4.6
5.0,5.0,4.75,5.0,5.0,5.0,4.5
4.62,4.62,4.52,4.86,4.86,4.86,4.33
4.63,4.56,4.31,4.69,4.63,4.63,4.5
4.81,4.77,4.85,4.96,4.88,4.81,4.65
4.25,4.25,4.0,4.75,4.25,4.75,4.0
5.0,4.98,4.97,5.0,5.0,4.97,4.95
4.98,4.98,4.98,4.95,4.99,4.91,4.94
4.77,4.86,4.86,4.85,4.85,4.98,4.77
4.78,4.67,5.0,4.89,4.89,5.0,4.44
4.25,3.75,4.0,4.75,4.5,5.0,4.25
4.4,4.6,4.2,4.6,4.6,4.8,4.2
5.0,5.0,4.8,5.0,5.0,5.0,4.8
4.92,4.87,4.68,4.98,4.9,4.9,4.9
5.0,5.0,5.0,4.0,4.0,5.0,5.0
4.47,4.32,4.21,4.89,4.95,5.0,4.37
4.78,4.83,4.55,4.8,4.73,4.93,4.75
4.88,4.88,4.82,4.94,4.76,5.0,4.94
4.38,4.25,4.38,4.75,4.63,4.5,4.38
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.83,4.83,4.88,5.0,5.0,4.93,4.66
5.0,5.0,5.0,5.0,5.0,3.0,5.0
4.89,4.87,4.9,4.92,4.93,4.92,4.85
5.0,5.0,5.0,5.0,5.0,2.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,4.0
4.85,4.87,4.74,5.0,4.96,5.0,4.83
4.57,4.57,4.71,4.71,5.0,4.71,4.86
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.75,5.0,5.0,4.25,5.0
4.49,4.62,4.64,4.6,4.64,4.89,4.53
4.2,4.2,4.2,4.6,4.2,4.8,4.2
5.0,4.6,5.0,5.0,5.0,4.4,4.6
4.75,4.75,4.63,5.0,5.0,4.5,4.63
5.0,5.0,5.0,5.0,5.0,5.0,4.33
5.0,5.0,5.0,5.0,5.0,5.0,4.33
4.94,4.96,4.92,5.0,4.96,4.97,4.82
4.5,4.5,5.0,5.0,5.0,5.0,3.5
4.92,4.9,4.98,4.98,4.95,5.0,4.76
4.85,4.92,4.73,4.96,4.92,4.96,4.77
4.55,4.69,4.59,5.0,4.69,4.69,4.69
4.5,4.5,5.0,5.0,4.5,4.5,4.5
4.91,4.91,4.84,4.91,5.0,4.98,4.89
5.0,5.0,5.0,5.0,5.0,4.5,4.75
4.8,4.6,4.8,4.8,5.0,4.0,4.4
5.0,4.89,5.0,5.0,5.0,4.89,5.0
4.94,4.94,4.97,5.0,5.0,4.89,4.81
4.59,4.68,4.27,4.77,4.68,4.82,4.5
5.0,5.0,5.0,5.0,5.0,5.0,4.92
3.67,3.67,3.0,4.67,4.67,4.67,3.67
4.0,5.0,3.0,5.0,5.0,5.0,4.0
3.92,4.42,4.0,4.67,4.0,4.67,4.08
4.88,4.97,4.91,4.92,4.91,4.8,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.88,4.69,5.0,5.0,4.81,4.94
4.79,4.91,4.79,4.97,4.97,4.97,4.76
4.44,4.78,4.56,4.67,4.67,5.0,4.78
5.0,5.0,5.0,4.89,5.0,5.0,5.0
5.0,4.91,4.91,5.0,5.0,5.0,4.91
4.91,4.91,4.73,4.82,5.0,5.0,5.0
4.22,4.44,4.56,4.56,4.44,4.0,4.33
4.97,5.0,4.78,4.97,5.0,4.94,4.81
5.0,5.0,5.0,5.0,5.0,5.0,4.86
4.0,4.0,4.0,5.0,5.0,4.0,4.0
4.48,4.81,4.68,4.61,4.58,4.81,4.52
4.83,4.67,4.83,4.83,5.0,5.0,4.83
5.0,4.92,5.0,5.0,5.0,5.0,4.75
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.98,4.96,4.91,4.99,5.0,4.9,4.82
4.93,4.86,4.86,4.86,4.93,5.0,4.29
4.83,4.83,4.83,5.0,5.0,4.83,4.83
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,4.94,4.94,5.0,5.0,5.0,5.0
4.22,4.33,4.0,4.78,4.56,4.67,4.11
5.0,5.0,4.75,4.5,5.0,5.0,4.75
4.76,4.92,4.68,4.76,4.87,4.95,4.79
4.88,4.75,5.0,5.0,4.88,4.88,4.88
4.88,4.88,4.88,5.0,5.0,4.94,4.94
5.0,4.83,5.0,5.0,5.0,5.0,4.83
4.91,4.92,4.89,4.92,4.94,4.74,4.86
5.0,5.0,5.0,4.67,4.67,5.0,4.67
4.65,4.65,4.7,4.81,4.76,4.54,4.59
4.85,4.91,4.79,4.98,4.96,4.91,4.68
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.75,4.88,4.68,4.96,4.88,4.96,4.79
5.0,5.0,4.6,5.0,5.0,5.0,4.6
4.84,4.89,4.74,5.0,5.0,4.89,4.74
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.77,4.85,3.85,4.92,5.0,5.0,4.69
5.0,5.0,5.0,5.0,5.0,5.0,5.0
5.0,5.0,4.89,5.0,5.0,5.0,4.89
4.75,4.75,5.0,5.0,5.0,5.0,5.0
4.59,4.88,4.65,4.65,4.71,4.82,4.41
4.36,4.64,4.09,4.73,5.0,4.82,4.18
4.47,4.4,4.6,4.87,4.87,4.93,4.47
4.8,4.67,4.87,5.0,5.0,4.87,4.47
5.0,5.0,5.0,5.0,5.0,4.5,5.0
5.0,5.0,4.8,5.0,5.0,5.0,4.9
4.86,4.89,4.93,4.95,4.99,4.73,4.81
4.98,4.96,5.0,4.96,4.96,4.84,4.96
4.75,5.0,4.25,5.0,5.0,5.0,4.75
4.33,4.0,3.67,5.0,5.0,5.0,4.33
4.94,4.96,4.91,4.97,4.97,4.97,4.84
4.75,4.75,5.0,5.0,4.0,5.0,4.25
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.79,4.86,4.76,5.0,5.0,4.9,4.72
4.75,4.75,4.5,5.0,5.0,5.0,4.5
5.0,5.0,5.0,5.0,4.75,4.5,4.5
4.92,4.92,4.75,5.0,5.0,5.0,4.58
4.5,4.5,3.5,4.0,5.0,5.0,4.0
4.72,4.76,4.6,4.96,4.84,4.92,4.64
4.71,4.66,4.54,4.85,4.93,4.88,4.61
4.67,5.0,5.0,5.0,5.0,5.0,5.0
4.75,4.75,4.5,5.0,5.0,5.0,4.75
4.0,4.33,4.67,5.0,5.0,4.33,3.67
3.25,4.0,3.0,5.0,4.0,5.0,2.75
4.67,4.67,4.0,5.0,4.67,4.0,4.67
4.88,4.82,4.94,5.0,5.0,4.94,4.71
4.79,4.77,4.75,4.92,4.9,4.95,4.67
4.91,4.91,4.94,4.94,5.0,4.94,4.86
4.96,4.98,4.96,5.0,5.0,4.98,4.91
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.5,4.67,4.92,5.0,5.0,5.0,4.5
4.93,4.93,5.0,5.0,5.0,4.79,4.93
4.85,4.85,4.7,4.95,5.0,4.9,4.85
4.88,5.0,4.92,4.96,4.83,4.83,4.88
4.32,4.39,3.9,4.74,4.32,4.94,4.1
5.0,4.92,5.0,5.0,5.0,5.0,4.83
4.75,4.86,4.58,4.86,4.88,4.73,4.7
4.38,4.46,4.54,4.83,4.79,5.0,4.5
4.67,5.0,5.0,5.0,5.0,5.0,4.33
4.8,4.85,4.76,4.97,4.92,4.95,4.76
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.85,4.92,4.85,4.98,4.98,5.0,4.85
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.44,4.56,4.43,4.81,4.81,4.68,4.49
4.7,4.8,5.0,5.0,5.0,4.95,4.85
5.0,5.0,5.0,5.0,5.0,5.0,5.0
4.94,5.0,5.0,5.0,4.94,5.0,4.72
5.0,5.0,5.0,4.5,5.0,5.0,5.0
4.0,4.0,3.0,5.0,5.0,5.0,3.0
